PROGRAM_ID,CENTER_ID,PROGRAM_NAME,PROGRAM_TIME,PROGRAM_CONTENT,PROGRAM_NUM
131,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-08 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
132,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-08 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
133,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-08 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
134,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-08 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
135,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-08 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
136,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-1부,2023-06-09 14:00 ~ 14:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
137,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-2부,2023-06-09 15:00 ~ 15:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
138,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-3부,2023-06-09 16:00 ~ 16:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
139,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-09 14:00 ~ 15:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
140,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-09 15:00 ~ 16:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
141,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-09 16:00 ~ 17:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
142,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-1부,2023-06-09 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
143,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-09 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
144,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-09 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
145,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-09 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
146,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-09 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
147,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-09 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
148,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류)및 1:1 면접 가이드-1부,2023-06-10 14:00 ~ 14:50,▶면접/자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
149,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류)및 1:1 면접 가이드-2부,2023-06-10 15:00 ~ 15:50,▶면접/자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
150,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류)및 1:1 면접 가이드-3부,2023-06-10 16:00 ~ 16:50,▶면접/자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
151,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-12 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
152,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-12 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
153,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-12 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
154,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-12 13:00 ~ 13:50,입사 지원에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
155,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-12 14:00 ~ 14:50,입사 지원에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
156,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-12 15:00 ~ 15:50,입사 지원에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
157,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-12 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
158,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-12 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
159,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-12 16:00 ~ 16:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
160,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-13 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
161,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-13 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
162,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-13 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
163,64,[1:1 비대면 상담] 입사서류 컨설팅 -1부,2023-06-13 13:00 ~ 13:50,1:1 자소서 점검 / (유선 : 02-731-9577),
164,64,[1:1 비대면 상담] 입사서류 컨설팅 -2부,2023-06-13 14:00 ~ 14:50,1:1 자소서 점검 / (유선 : 02-731-9577),
165,64,[1:1 비대면 상담] 입사서류 컨설팅 -3부,2023-06-13 15:00 ~ 15:50,1:1 자소서 점검 / (유선 : 02-731-9577),
166,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-13 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
167,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-13 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
168,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-13 16:00 ~ 16:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
169,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-13 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
170,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-13 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
171,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-13 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
172,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-14 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
173,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-14 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
174,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-14 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
175,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-14 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
176,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-14 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
177,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-14 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
178,64,[1:1 비대면 상담] 입사서류 컨설팅 -1부,2023-06-14 13:00 ~ 13:50,1:1 자소서 점검 / (유선 : 02-731-957),
179,64,[1:1 비대면 상담] 입사서류 컨설팅 -2부,2023-06-14 14:00 ~ 14:50,1:1 자소서 점검 / (유선 : 02-731-957),
180,64,[1:1 비대면 상담] 입사서류 컨설팅 -3부,2023-06-14 15:00 ~ 15:50,1:1 자소서 점검 / (유선 : 02-731-957),
181,64,[오프라인]소그룹 면접컨설팅,2023-06-14 13:00 ~ 14:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
182,64,[오프라인]소그룹 면접컨설팅,2023-06-14 14:00 ~ 15:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
183,64,[오프라인]소그룹 면접컨설팅,2023-06-14 15:00 ~ 16:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
184,64,[오프라인]소그룹 면접컨설팅,2023-06-14 16:00 ~ 17:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
185,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드 -1부,2023-06-14 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
186,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드 -2부,2023-06-14 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
187,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드 -3부,2023-06-14 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
188,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-14 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
189,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-14 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
190,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-14 16:00 ~ 16:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
191,64,【특강】 AI역량검사 전격분석 특강,2023-06-14 14:00 ~ 16:00,■AI역량검사■ 개발사 채용전문가 직강!!!,
192,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-15 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
193,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-15 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
194,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-15 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
195,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-15 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
196,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-15 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
197,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-15 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
198,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-1부,2023-06-15 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
199,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-15 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
200,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-15 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
201,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-15 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
202,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-15 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
203,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-15 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
204,64,6/16 이력서 사진촬영,2023-06-16 14:00 ~ 14:30,무료 이력서 사진촬영 서비스,
205,64,6/16 이력서 사진촬영,2023-06-16 14:30 ~ 15:00,무료 이력서 사진촬영 서비스,
206,64,6/16 이력서 사진촬영,2023-06-16 15:00 ~ 15:30,무료 이력서 사진촬영 서비스,
207,64,6/16 이력서 사진촬영,2023-06-16 15:30 ~ 16:00,무료 이력서 사진촬영 서비스,
208,64,6/16 이력서 사진촬영,2023-06-16 16:00 ~ 16:30,무료 이력서 사진촬영 서비스,
209,64,6/16 이력서 사진촬영,2023-06-16 16:30 ~ 17:00,무료 이력서 사진촬영 서비스,
210,64,[대면상담] 논리력&설득력 강화를 위한 입사 지원(자기소개서&면접) 컨설팅-1부,2023-06-16 14:00 ~ 15:10,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
211,64,[대면상담] 논리력&설득력 강화를 위한 입사 지원(자기소개서&면접) 컨설팅-2부,2023-06-16 15:20 ~ 16:30,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
212,64,[대면상담] 논리력&설득력 강화를 위한 입사 지원(자기소개서&면접) 컨설팅-3부,2023-06-16 16:40 ~ 17:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
213,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-1부,2023-06-16 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
214,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-16 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
215,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-16 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
216,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-16 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
217,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-16 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
218,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-16 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
219,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-17 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
220,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-17 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
221,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-17 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
222,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-19 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
223,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-19 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
224,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-19 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
225,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-19 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
226,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-19 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
227,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-19 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
228,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-20 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
229,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-20 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
230,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-20 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
231,64,[1:1 비대면 상담] 입사서류 컨설팅 -1부,2023-06-20 13:00 ~ 13:50,1:1 자소서 점검 / (유선 : 02-731-9577),
232,64,[1:1 비대면 상담] 입사서류 컨설팅 -2부,2023-06-20 14:00 ~ 14:50,1:1 자소서 점검 / (유선 : 02-731-9577),
233,64,[1:1 비대면 상담] 입사서류 컨설팅 -3부,2023-06-20 15:00 ~ 15:50,1:1 자소서 점검 / (유선 : 02-731-9577),
234,64,[온라인] 핵심만 쏙쏙! 바로 써 먹는 자소서 작성법,2023-06-20 15:00 ~ 17:00,핵심만 쏙쏙! 바로 써 먹는 ☆자소서 작성법☆ 특강,
235,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-20 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
236,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-20 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
237,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-20 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
238,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-21 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
239,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-21 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
240,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-21 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
241,64,[1:1 비대면 상담] 입사서류 컨설팅 -1부,2023-06-21 13:00 ~ 13:50,1:1 자소서 점검 / (유선 : 02-731-9577),
242,64,[1:1 비대면 상담] 입사서류 컨설팅 -2부,2023-06-21 14:00 ~ 14:50,1:1 자소서 점검 / (유선 : 02-731-9577),
243,64,[1:1 비대면 상담] 입사서류 컨설팅 -3부,2023-06-21 15:00 ~ 15:50,1:1 자소서 점검 / (유선 : 02-731-9577),
244,64,[오프라인]소그룹 면접컨설팅,2023-06-21 13:00 ~ 14:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
245,64,[오프라인]소그룹 면접컨설팅,2023-06-21 14:00 ~ 15:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
246,64,[오프라인]소그룹 면접컨설팅,2023-06-21 15:00 ~ 16:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
247,64,[오프라인]소그룹 면접컨설팅,2023-06-21 16:00 ~ 17:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
248,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-1부,2023-06-21 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
249,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-21 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
250,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-21 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
251,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-21 14:00 ~ 14:50,오른쪽 → 상세보기 꼭 클릭하세요! (02-731-9575),
252,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-21 15:00 ~ 15:50,오른쪽 → 상세보기 꼭 클릭하세요! (02-731-9575),
253,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-21 16:00 ~ 16:50,오른쪽 → 상세보기 꼭 클릭하세요! (02-731-9575),
254,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-22 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
255,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-22 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
256,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-22 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
257,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-22 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
258,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-22 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
259,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-22 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
260,64,[1:1 비대면 상담] 입사서류 컨설팅 -1부,2023-06-22 13:00 ~ 13:50,1:1 자소서 점검 / (유선 : 02-731-9577),
261,64,[1:1 비대면 상담] 입사서류 컨설팅 -2부,2023-06-22 14:00 ~ 14:50,1:1 자소서 점검 / (유선 : 02-731-9577),
262,64,[1:1 비대면 상담] 입사서류 컨설팅 -3부,2023-06-22 15:00 ~ 15:50,1:1 자소서 점검 / (유선 : 02-731-9577),
263,64,[비대면] 어필하는 자소서 만들기 (항목 분석 + 입사서류클리닉) (1:1 상담)-1부,2023-06-22 14:00 ~ 14:50,인사담당자에게 효과적으로 어필하는 입사서류클리닉(02-731-9579),
264,64,[비대면] 어필하는 자소서 만들기 (항목 분석 + 입사서류클리닉) (1:1 상담)-2부,2023-06-22 15:00 ~ 15:50,인사담당자에게 효과적으로 어필하는 입사서류클리닉(02-731-9579),
265,64,[비대면] 어필하는 자소서 만들기 (항목 분석 + 입사서류클리닉) (1:1 상담)-3부,2023-06-22 16:00 ~ 16:50,인사담당자에게 효과적으로 어필하는 입사서류클리닉(02-731-9579),
