CENTER_ID,REGION_ID,CENTER_NAME,CENTER_TYPE,CENTER_ADDRESS,CENTER_HOMEPAGE,CENTER_CONTACT,CENTER_TIME
138,49,의왕시 1인창조기업지원센터,창업지원형,"경기도 의왕시 안양판교로 82, 8층",https://www.uiwang.go.kr/poilcommunityintro, 031-345-2365~7,-
139,49,청년발전소 고천센터,통합지원형,"경기도 의왕시 경수대로 233, 2층",http://www.uiwang.go.kr/UWKORWEL1601,031-345-2717,평일(월-금)  9:00~21:00 토 9:00~18:00
140,50,의정부 청년공감터,통합지원형,"경기 의정부시 둔야로 9 3층, 4층",https://www.ui4u.go.kr/youthcenter/index.jsp,031-828-2438,평일(월-금) 10:00~21:00 토 10:00~16:00
141,52,파주시 청년공간 GP1934,통합지원형,"경기도 파주시 금릉역로 84, 청원센트럴타워 6층",https://www.paju.go.kr/www/www_02/www_02_01/www_02_01_10/www_02_01_10_06.jsp,031-940-5100,평일(월-금) 10:00~21:00 토요일 9:30~17:30
142,53,"평택시청년지원센터 청년쉼,표",통합지원형,경기도 평택시 평택1로 9번길 23,https://www.pyeongtaek.go.kr/ptyc/main.do,031-691-9917,평일(월-금)  10:00~21:00 토요일 09:00~17:00
143,54,포천시 청년센터,통합지원형,경기도 포천시 호국로 1423 포천청년비전센터 2층,https://www.pocheon.go.kr/newsvision/index.do,031-538-2563~4,평일(월-금) 10:00 ~ 20:50 토 10:00 ~16:50
144,54,경기가구창작스튜디오,창업지원형,경기도 포천시 자작로 155 경기 포천시 소흘읍 호국로 155,http://gfds.or.kr/maker,031-539-5054,평일(월-금) 9:00 ~ 18:00
145,54,대진대학교 청년공간'ON' ,통합지원형,경기도 포천시 호국로 1007 정보전산원 1층,-,031-539-2874,평일(월-금) 10:00~16:00
147,55,하남시 청년해냄센터,취업지원형,"경기 하남시 미사강변대로 84, 미사탑프라자 5층 ",https://www.jobaba.net/sprtPlcy/info/view.do?seq=9749,031-790-6361,평일(월-금) 09:00~18:00
148,56,화성시 청년지원센터 HEY,순수공간,경기도 화성시 떡전골로 98 5층,https://hey.hscity.go.kr/base/main/view,031-5189-1375,"평일(월,금) 09:00~18:00 / 평일(화, 수, 목) 09:00~21:00 / 토 10:00~18:00"
149,56,청청당당,통합지원형,"경기도 화성시 봉담읍 상리3길 135, 308동 1층",https://helloccdd.modoo.at/,031-221-8886,"평일(월-금) 10:00 ~ 19:00 평일야간 (수,금) 22:00"
150,1,강남 취창업허브센터 광역일자리카페,취업지원형,서울 강남구 역삼로 160 지하1층,http://www.gangnam-jobnstartup.com/,070-4112-2306,평일(월-금) 10:00~20:00
151,2,강동 일자리카페,취업지원형,"서울 강동구 올림픽로 797 , 4층 강동일자리카페",-,02-3427-1067~9,"평일(월-금), 주말(토) : 9:00~18:00"
152,6,건국대학교 JOB CAFÉ,취업지원형,서울 광진구 능동로 120 학생회관 2층 204호,-,02-450-0515,평일(월-금) 9:00~17:00
153,7,구로청년공간 청년이룸,취업지원형,서울 구로구 오리로 1130 지하1층 청년이룸,http://www.youtheroom.kr/,070-4913-1906,"평일(월-금) 10:00~22:00, 토요일 10:00~17:00 "
154,9,노원구 청년일자리센터 청년내일,취업지원형,서울 노원구 동일로 1405 9층,http://nwjob.kr/,02-932-2500,평일(월-금) 주말 (토) 10:00~13:00
155,12,노량진청년일자리센터,취업지원형,"서울 동작구 노량진로 190 2,3층 노량진 청년일자리센터(고려교육타워-어바니엘한강, 노량진동)",http://youthjob.dongjak.go.kr/,02-812-1114,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00"
156,14,명지대학교 MJ대학일자리센터,취업지원형,"서울 서대문구 거북골로 34 행정동 1층 S5112
",,02-300-1579,평일(월-금) 09:00~18:00 방학: 09:00~17:00
157,16,성동 청년일다방,취업지원형,서울 성동구 성수일로12길 20 성동안심상가 7층,https://mewing-almandine-c08.notion.site/8d8c60e615964f9c8806d60a3e7659c6,070-7798-1253,평일(월-금) 09:00~18:00
158,19,양천 청년일자리카페,취업지원형,서울 양천구 등촌로 208 목동깨비시장주차장 공유센터 4층,https://blog.naver.com/ycjobcafe,02-2062-2418,"평일(화-금),토:10:00-22:00"
159,24,청년활력소(화상면접&영상실),취업지원형,서울 중구 세종대로 110 서울청,,02-739-9050,평일(월-금) 10:00~18:00
160,24,제2청년활력소(청년 종합지원공간),취업지원형,서울 중구 세종대로 110 서울시청 시민청 지하 1층 제2청년활력소,,070-8805-2918,평일(월-금) 09:00~18:00
161,11,동대문 오랑,통합지원형,서울 동대문구 왕산로 210 동대문오랑,,070-4112-1751,"평일(월-금),주말(토) 10:00~22:00"
162,19,양천 오랑,통합지원형,서울특별시 양천구 오목로 359(목동),https://blog.naver.com/yc_orang,02-2062-8826,"평일(월-금),주말(토) 10:00~22:01"
163,3,서울청년센터 강북오랑,통합지원형,서울특별시 강북구 노해로23길 123 강북청년창업마루,https://gbmaru.com/main/main.php,0507-1363-8231,평일(월-금) 9:30~21:30 주말(토) 10:00~ 17:30
164,10,서울청년센터 도봉오랑,통합지원형,"서울 도봉구 마들로11길 75 (창동, 서울청년센터 도봉오랑)",,,평일(월-금) 9:30~21:30 주말(토) 10:00 ~17:30
