REVIEW_NUM,CENTER_ID,MEMBER_ID,REVIEW_CONTENT,REVIEW_RATE
313,64,1,[공공기관 초청 잡콘서트 후기]우선 저는 아직 삼학년이라서 저의 진로를 찾고 있는 과정인데 LH와 SH의 채용동향에 대해서 실속 있고 진솔한 정보를 들을 수 있어서 좋았고 자기소개서 작성 요령도 자세하게 알려주셔서 유익했습니다. 같이 왔던 멀리서 온 친척동생도 저도 만족했습니다. 앞으로도 다양한 채용설명회 기대하겠습니다.,
314,64,1,[멘토링 후기]청년일자리센터에서 스터디그룹 멘토링을 받았습니다. 자율적으로 스터디를 구성해서 한달 정도 진행하고 있었는데 방향이 잘 잡히지 않아 스터디그룹 멘토링을 신청했습니다. 일자리포털에서 공고를 보자마자 신청했는데 연락도 금방 오고 스케줄도 빨리 잡아주셔서 좋았습니다. 멘토님이 스터디원 개별적으로 상다을 해주셨고 앞으로 스터디에서 가야할 방향을 명확하게 설정해주셔서 모든 스터디원들이 만족했어요,
315,64,1,[직무기술서 작성법 및 Q&A 후기공유] 6월 14일 금요일 서울시 일자리 카페에서 진행되는 멘토링 스터디를 여기서 진행하였습니다. 7명이었으나 11인실을 빌려주셔서 시원하고 넉넉하게 이용할 수 있었습니다. 매칭 시켜 주신 멘토분도 자세하고 열심히 잘 알려주셔서 스터디원 모두 만족해하였습니다. 전반적으로 모든 것이 다 만족스러웠고 좋았습니다.,
316,64,1,오늘 오후4시부터6시까지 예약했었는데 행사로 인해 공부는 커녕 이용도 못했네요. 어제는 행사가있다는 포스터를 못본 것 같은데...ㅠㅠ,
317,64,1,"안녕하세요, 문의 드립니다. 1. 그룹스터디룸 환풍기 소음는 1번룸만 큰건가요, 다른 룸도 마찬가지인가요? 2. 그룹스터디룸이나 개인스터디룸에 예약한 사람이 불참시 다른 사람이 그 시간을 이용해도 되나요?",
318,64,1,(온라인 특강)취업스피치로 나만의 컨셉 만들기 프로그램일자 : 2020.06.04 을 신청한 청년입니다! 내일 특강하는 날짜인데 어떻게 진행될지 연락을 받지 못했습니다. 온라인링크를 주시는 건지 어떤 방식으로 진행될지 궁금합니다!,
319,64,1,개인스터디룸 4 예약하였는데 취소 되지 않아 댓글로 작성합니다. 05/08(금) 오후6~9시 예약하였는데 취소 부탁드립니다.,
320,64,1,"사진 몇 주전에 찍었는데 정장이 구비되어 있다고 해서 그냥 갔어요. 근데 옷이나 넥타이가 너무 old 한 느끔이고 90년대 옷처럼, 정장이나 넥타이는 좀 보완이 필요해 보이고 사진 찍으실 분들은 개인 정장을 가지고 오시는게 나을 것 같아요.",
321,64,1,스터디룸 최소 4인부터라고 되어있는데 3인이 이용해도 될까요? 3인 이용가능한 스터디룸이 없어서요..,
322,64,1,2020. 3. 11 그룹스터디룸 3 예약하고 참석했는데 불참했다고 문자가 왔습니다. 수정부탁드립니다.,
323,64,1,"개인스터디룸 이용이 주 1회로 제한되어 있어 불편합니다. 평소에 노쇼, 미예약 등으로 공간이 많이 남는데, 일주일 내 예약 가능한 횟수를 늘려주시면 좋겠습니다.",
324,64,1,"자기소개서 컨설팅프로그램 질문입니다. 제 경험에 관련된 역량과 같은 기초 자기소개서 작성에 관해서 상담을 받고싶은데, 작성된 자기소개서 없이도 신청 가능한가요?",
325,64,1,"27,28 직무특강,이력서사진촬영 프로그램을 신청했었는데 사정이 생겨 못 갈거 같네요 그래서 지난주에 일자리카페에 전화 했더니 여기선 취소할 수 가 없다는데 아무리 찾아봐도 안 나오는데 취소하는 메뉴가 어디있는 건가요??",
326,64,1,혹시 이력서 사진촬영은 한 주에 몇명까지 신청을 받나요?,
327,64,1,이력서사진촬영 다음주 금요일로 신청하긴 했는데 혹시 이번주 금요일 자리가 생긴다면 그 자리로 변경해주실 수 있나요? 혹은 안내해주실 수 있으신가요?,
328,64,1,"혹시 2인룸을 A,B가 이용할려고 하는데 A아이디로 12~15시까지 B아이디로 15~18시까지 예약하여 이용이 가능할까요?",
329,64,1,자소서 첨삭으로 늘 큰 도움 받고 있습니다. 결과를 떠나서 감사함을 어떤말로 표현해야할지 모르겠네요. 늘 항상 고맙습니당!,
330,64,1,1:1 면접 컨설팅이나 모의면접 서비스도 받을 수 있나요?,
331,64,1,안녕하세요~ 다음달 스터디룸 예약은 언제 열리는건가요?,
332,64,1,화상면접을 보려고 하는데 방음이 혹시 잘 된 편인가요?,
333,64,1,안녕하세요! 혹시 서울소재 학교를 대상으로 하는 대학교 연합 동아리에서 면접을 목적으로 공간 대여 신청이 가능할까요? 면접관 이외에 유동 인구가 생길 것 같아 미리 여쭤봅니다.,
334,64,1,안녕하세요 혹시 2인스터디룸을 혼자서 이용 가능한가요??,
335,64,1,안녕하세요! 혹시 그룹 스터디룸은 몇 명이 정원인가요? 저희는 총 세명인데 스터디룸 이용이 가능할까요?,
336,64,1,"이력서 사진 촬영을 무사히 마쳤너요. 생각보다 단정하고, 무엇보다도 정장대여도 해주니깐 좋았던것 같습니다. 앞으로 취업활용에 많은 도움이 될 것 같습니다.",
337,64,1,06/23일 19-21시 그룹스터디룸4 취소하려고 하는데 지금 취소부탁드려도 노쇼처리가되나요..?(오늘 전화3통정도 했습니다ㅠㅠ),
338,64,1,오늘 상담도 잘 해주셔서 감사합니다 안은미 선생님! 일주일의 시간동안 고민도 많이 하고 어떻게 해결해야 할지 답답한 부분들을 1시간 상담 시간동안 다 풀어주세요! 앞으로 어떤 식으로 문제를 해결해 나가야 하는지에 대한 답과 무엇보다 진로 설정에 있어 정말 많은 도움이 되는 상담이에요! 더 열심히 해야겠다는 동기부여도 심어주셔서 감사합니다!,
339,64,1,"안은미 선생님:) 감사합니다~ 진짜 시원시원하시구, 같이 상담하면서 기분 좋은 시너지를 마구 가져가는것 같았습니다 ㅎㅎ 상담하면서 저두 덩달아 기분 좋아져서 저두 즐거운 마음으로 취업준비 할 수 있었습니다. 열정적이셔서 너무 좋았어요~ 다음에도 기회가 되면 꼭 만났으면 좋겠어요:) 건강하세요!",
340,64,1,직업 선택을 넘어 인간이 살아가는 궁극적인 목표를 생각해볼 수 있는 상담입니다. 마음이 급해서 막막한 마음만 들었는데 뭘 해야 하는지 뭘 하고 싶은지 생각이 먼저 들어요. 꾸준히 상담을 받으며 현재 필요한 공부 등을 찾아 해야겠습니다! 안은미 선생님 늘 감사합니다:),
341,64,1,벌써 3번째 상담을 받고 있는데 막막했던 마음은 사라지고 점점 체계적으로 준비되는 느낌이 들어 상담 시간이 결코 헛되지 않은 시간이라는 것을 느끼고 있어요. 제 상황에 맞게 1:1 코치를 받는 느낌이라 만족도가 매우 높은 상담입니다. 잘 준비해서 2021년엔 꼭 취뽀하겠습니다! 감사합니다 안은미 선생님:),
342,64,1,2번째 상담을 진행 받았는데 저의 진로에 대해 점차 알아가는듯한 느낌이 들어요! 과제를 하다 보면 막연해지는 시간이 찾아오기도 하지만 제 현재 상태를 정확하게 파악해주시고 방법도 제시해주시기 때문에 더 열심히 시간을 보내야겠다는 생각이 듭니다. 좋은 내용으로 상담 진행해주셔서 감사합니다. 안은미 선생님:),
343,64,1,"안녕하세요, 공간이 편리하고 위치도 좋아 항상 잘 이용하고 있습니다. 증명사진 촬영서비스를 주말중에 이용하기를 희망하는데요. 올해는 종료된 것인지, 그렇다면 내년에는 주말중에 해당 서비스를 이용 가능한지 궁금합니다^^;",
344,64,1,"1시간이라는 짧은 시간 동안 상담이 다 이루어질까 걱정되었는데 저의 성격과 직업 선호도 검사 결과까지 나누고, 직업을 선택하는데 과정까지 알 수 있어서 알찼던 시간이었습니다. 선생님께서 제시해주신 방법으로 1단계부터 5단계까지 단계별로 차례대로 진행하며 제가 정말 원하는 직업이 뭔지 탐색해보겠습니다. 감사합니다. 안은미 선생님:)",
345,64,1,그룹스터디 4인은 예약어려운가요??,
346,64,1,안녕하세요 오픈석 공간 이용하려고 하는데 혹시 코로나 2단계 격상으로 공간 출입이 제한되는 경우가 있을까요?,
347,64,1,그룹스터디룸 3인예약은 불가능한가요?,
348,64,1,"안녕하세요, 12월 예약을 미리 하려고 하는데 다 이용불가라고 되어 있네요, 혹시 12월에는 모든 스터디룸이 예약완료된 상태인가 문의드리려고 합니다.",
349,64,1,혹시 오픈석은 예약이 없던데 시간사용없이 이용할 수 있는건가요?,
350,64,1,"2인 스터디룸 공간은 예약을 하고 갔음에도 안에 선풍기,뿌리는 소독제가 정리도 안된채로 막 놓여있어요ㅠ 벽도 검은 자국들이 있고 깨끗하다는 느낌은 없었어요 예약을 하고 갔는데 담당자분도, 안내도 없고 제가 룸을 찾아서 들어갔고 그 후에도 체크, 예약 확인도 안하고 나갈때도 신경도 안쓰시길래 맞춰서 퇴실했어요 무인공간인가요.. 첫방문인데 다른 공간이랑 너무 달랐어요",
351,64,1,강승연 선생님 컨설팅 너무너무너무 좋았어요 남은 기간 열심히 노력하겠습니다 감사합니다!!,
352,64,1,강민혁 선생님 면접 필살기 강의 잘 들었습니다. 이벤트 참여하기 위해 신청합니다.,
353,64,1,"시설 괜찮았어요! 다만 한 가지 아쉬운 것은... 예약 가능 횟수가 주1회로 제한되어 있다는 것입니다... ㅠㅠㅠㅠ 저는 주2회가 필요한데, 그 부분에서는 굉장히 아쉬운 것 같습니다... 추후에 서비스가 개선된다면 주2회로 이용 가능한 서비스 횟수 좀 늘려주셨으면 좋겠습니다. 감사합니다!",
354,64,1,항상 프로그램에 참가해서 많은 것들을 얻어가고 있습니다. 다름이 아니라 참석시간이 표기된 교육참석확인증은 어느 경로를 통해서 받을 수 있을까요? 수업이 끝난 후 메일을 통해 발송해주신다고 하셨는데 수료한 프로그램 중 받은 것이 없어 문의드립니다.,
355,64,1,"상담사님 너무 불친절하십니다. Zoom으로 면접클리닉을 받는 내내 턱을 괴시며 화면을 힐끗힐끗 보시는 태도, 다리를 떠시는건지.. 화면에서 보이시는 모습이 아주 불안정해서 상담을 받는 내내 불편했습니다. 상담 받는 사람만큼이나 상담사분들도 기본적인 태도를 갖추고 함께 프로그램을 진행했으면 좋겠습니다.",
356,64,1,주차요금에대해서 이야기를하려고 합니다. 저희가 프로그램을 이용했으면 주차에.관련해서공지가 있어야하지않나요? 홈페이지에서도 주차에 관련에서 안내문이.없는데 주차요금을 내라는게 말이 되나요? 만원이 아까워서가 아니라 기분이 매우.불쾌해서 빠른조치부탁드립니다. 환불을 받았으면좋겠습니다. 사전에 공지가 없는데 요금부담하는게 말이.안되서요,
357,64,1,진로상담을 받으면서도 계속되는 복잡한 마음에 상담 신청을 했는데 저보다 저를 더 잘 파악하고 계셔서 깜짝 놀라곤 해요. 힘이 되는 말씀도 해주시고 방향도 잘 잡아주셔서 항상 마음 속 깊이 감사함을 느낍니다! 감사합니다 안은미 선생님:),
358,64,1,너무 너무 좋습니다. 이런 시설이 있다는 것을 너무 늦게 알아서 아쉬울 따름이에요. 선생님들 다들 친절하시고 여러모로 감동했습니다.,
359,64,1,"안내원이 방문자에게 누구냐고 묻는건 무슨 경우인가요! 신원확인이 필요한 공간도 아닌데, 황당하고 무례합니다. 서울시 일자리카페 이용한 4년동안 신원확인 당해보긴 처음입니다. 공무원이 안내원이면 민원날정도로 문제가 심각하고 일반채용자면 서울시의 채용 및 인사관리가 상당히 미흡합니다. 청년들을 위한 공간이지만 시민/국민의 세금으로 운영하면서 업무교육도 제대로 안시킨 알바아줌마를 쓰면 안됩니다.업무교육필수",
360,64,1,"서울시 일자리카페 이용을 100% 예약제로만 할거면, 제대로 된 프론트를 갖추고 친절하고 전문적인 안내원이 방문자마다 매뉴얼에 맞게 안내를 하는게 맞습니다. 하지만, 지금처럼 일부만 예약제고 나머지는 자유롭게 사용할 수 있다면 출입시 안내원이 왜 오셨냐고 따지듯이 물으면 안됩니다. 방문자에게 못올데 온것같은 느낌이 들게 왜 오셨냐고 불친절하게 묻는 건 경우에 맞지 않죠. 안내원 CS교육+운영팁 모두 필요합니다.",
361,64,1,"청년들의 취업상담을 하고 있어서 서울시 일자리카페도 많이 추천하고, 일자리카페의 청년들을 위한 여러 도움이 되는 자료도 찾기 위해 직접 한두달에 한번 방문하는데, 오늘 근무하는 서울시 일자리카페 안내원이 참 불친절하네요. 취업상담하고 있는 청년들한테 서울시 일자리카페를 많이 추천을 하고 있는데, 청년들도 이렇게 불친절을 당하고 오는건 아닌지 갑자기 걱정이 됩니다. 안내원 CS교육이 상당히 필요해보입니다.",
362,64,1,"취업에 대한 막막함을 가지고 있던 도중 친구와 함께 상담을 받게 되었습니다. 길을 어떻게, 어디서 찾아야 하는지 알지 못했던 저에게 처음부터 차근차근 알려주시고 함께 알아가주시는 안은미 선생님 덕분에 새로운 직무를 찾아 연구하기 시작했습니다. 늘 막막하다가도 상담을 하다보면 자신감이 생깁니다. 내담자의 컨디션과 상황에 맞춰 속도 조절까지 해주시는 안은미 선생님의 전문성에 만족하고 있으며, 늘 감사합니다 :)",
363,64,1,스터디룸이 너무 더워요 선풍기도 소용이 없습니다. 뜨거운바람이 안에서 계속 도니까요 미니냉풍기라고 놔주세요 ㅠ 숨이 막힙니다,
364,64,1,최악이네요..화상면접을 위한 공간이라면서요ㅎ 밖에 강연 소리 다 그대로들릴만큼 방음 전혀안되구요. 스터디룸 혹은 인터뷰룸의 목적을 전혀 모르시고 만든 것 같네요. 저는 여기서 오늘 인적성 쳤는데 밖에 말소리들려서 계속 경고 받고 문제에 집중도 못했네요. 소중한 기회 날리고싶으신분들은 여기거 치세요 청년취업을위한다는 공간이 참..,
365,64,1,페인트 냄새인지.. 닫힌공간이라 냄새가 너무 심해서 마스크를 끼고 했는데도 목이 너무 따가웠어요. 그래서 2시간 예약했는데 1시간밖에 못 채우고 나왔네요... 다른 곳은 냄새가 안나는데 왜 2인 스터디 실에는 화학약품 냄새가 나는지 궁금하네요. 점심시간이라 담당자가 없어서 그냥 왔습니다. 밖에 나온 이후론 목이 멀쩡하네요! 냄새원인을 찾아주세요.,
366,64,1,AI면접체험실 인터넷이 너무 불안정합니다. 화상면접하면서 연결이 끊겨서 당황했습니다. 무선이 아니라 유선으로 설치 해주심 될듯,
367,64,1,"무료로 이렇게 좋은 공간 이용할 수 있어서 너무 맘에 듭니다만, 와이파이만 개선하면 좋겠어요~",
368,64,1,잘 이용하고있는데 인터넷 연결 제발 개선해주셨으면...,
369,64,1,"잘 이용하고있는 청년입니다. 그런데 와이파이가 너무 불안정하고, 연결이 되어도 인터넷 연결이 없다고 뜹니다. 와이파이 개선좀 부탁드릴게요~",
370,64,1,관리는 하는건가요??ㅋㅋㅋ주말 외부강의 쳐웃고 떠드는데 관계자 구경중..세이브로???뭐하는데임?ㅋㅋㅋㅋ이럴려고 만든 공간임???이러니 공무원들 주인의식없다 혐오다 나오는거임. 본인들이 선택한 직업이면 주인의식좀 가져라..,
371,64,1,공무원분들 개인통화는 밖에서 해주세요 청년들 공부장소에서 사적인 통화를 왜하시는건가요,
372,64,1,면접스터디 때문에 2월 21일과 오늘 3월 12일 총 두번 2인스터디룸을 이용하게 되었는데요. 두날 다 와이파이 문제때문에 연결이 불안정해서 자꾸 끊김현상이 생겼어요. 첫날도 와이파이 문제때문에 말씀 드렸는데 지금 논의중에 있다는 말만 들어서 해결이 됬을 줄 알았는데 아직 해결이 안된 느낌이라... 다음주 17일에 면접이 있어서 2인스터디룸 이용하려고 했는데 다른 곳 알아볼까 합니다.,
373,64,1,책 비치되어 있는 공간 불이 꺼져있어서 공부하기 불편합니다 청소도 안 되어 있어서 먼지가 너무 많아요 청결 좀 신경 써주세요,
374,64,1,시설이 매우 좋아요. 다만 와이파이는 개선했으면 좋겠습니다. 너무 잘끊겨요,
375,64,1,스터디룸이 너무 더워요 선풍기도 소용이 없습니다. 뜨거운바람이 안에서 계속 도니까요 미니냉풍기라고 놔주세요 ㅠ 숨이 막힙니다,
376,64,1,최악이네요..화상면접을 위한 공간이라면서요ㅎ 밖에 강연 소리 다 그대로들릴만큼 방음 전혀안되구요. 스터디룸 혹은 인터뷰룸의 목적을 전혀 모르시고 만든 것 같네요. 저는 여기서 오늘 인적성 쳤는데 밖에 말소리들려서 계속 경고 받고 문제에 집중도 못했네요. 소중한 기회 날리고싶으신분들은 여기거 치세요 청년취업을위한다는 공간이 참..,
377,64,1,페인트 냄새인지.. 닫힌공간이라 냄새가 너무 심해서 마스크를 끼고 했는데도 목이 너무 따가웠어요. 그래서 2시간 예약했는데 1시간밖에 못 채우고 나왔네요... 다른 곳은 냄새가 안나는데 왜 2인 스터디 실에는 화학약품 냄새가 나는지 궁금하네요. 점심시간이라 담당자가 없어서 그냥 왔습니다. 밖에 나온 이후론 목이 멀쩡하네요! 냄새원인을 찾아주세요.,
378,64,1,AI면접체험실 인터넷이 너무 불안정합니다. 화상면접하면서 연결이 끊겨서 당황했습니다. 무선이 아니라 유선으로 설치 해주심 될듯,
379,64,1,"무료로 이렇게 좋은 공간 이용할 수 있어서 너무 맘에 듭니다만, 와이파이만 개선하면 좋겠어요~",
380,64,1,잘 이용하고있는데 인터넷 연결 제발 개선해주셨으면...,
381,64,1,"잘 이용하고있는 청년입니다. 그런데 와이파이가 너무 불안정하고, 연결이 되어도 인터넷 연결이 없다고 뜹니다. 와이파이 개선좀 부탁드릴게요~",
382,64,1,관리는 하는건가요??ㅋㅋㅋ주말 외부강의 쳐웃고 떠드는데 관계자 구경중..세이브로???뭐하는데임?ㅋㅋㅋㅋ이럴려고 만든 공간임???이러니 공무원들 주인의식없다 혐오다 나오는거임. 본인들이 선택한 직업이면 주인의식좀 가져라..,
383,64,1,공무원분들 개인통화는 밖에서 해주세요 청년들 공부장소에서 사적인 통화를 왜하시는건가요,
384,64,1,면접스터디 때문에 2월 21일과 오늘 3월 12일 총 두번 2인스터디룸을 이용하게 되었는데요. 두날 다 와이파이 문제때문에 연결이 불안정해서 자꾸 끊김현상이 생겼어요. 첫날도 와이파이 문제때문에 말씀 드렸는데 지금 논의중에 있다는 말만 들어서 해결이 됬을 줄 알았는데 아직 해결이 안된 느낌이라... 다음주 17일에 면접이 있어서 2인스터디룸 이용하려고 했는데 다른 곳 알아볼까 합니다.,
385,64,1,책 비치되어 있는 공간 불이 꺼져있어서 공부하기 불편합니다 청소도 안 되어 있어서 먼지가 너무 많아요 청결 좀 신경 써주세요,
386,64,1,시설이 매우 좋아요. 다만 와이파이는 개선했으면 좋겠습니다. 너무 잘끊겨요,
387,72,0,좋아요,
388,72,0,공부할 곳을 찾다가 알게되어 처음 가봤는데 이런 곳이 있었다니.. 너무너무 좋았어요!,
389,72,0,이런 공간이 있어서 너무너무 감사합니다!!!!,
390,72,0,연20회 사용만 가능하다눈게 벌써부터 속상하고 아쉬워요ㅠㅠ,
391,72,0,위치도 좋고 직원분들도 친절하시고 공부열심히 할 수 있게 도움많이받고있습니다!!!!!,
392,72,0,"취준생으로서 너무 잘쓰고 있습니다 이런 공간 만들어 주셔서 감사합니다. 운영시간이 6시까지로 줄어든다고 하는데, 운영 인원 지원해주세요...",
393,72,0,편하게 공부 잘했습니다~! 그런데 운영시간이 많이 짧아져서 다시 일하게 되면 이용이 어려워질듯 ㅠㅠ 밤 10시까지 이용할 수 있으면 더 좋겠어요.,
394,72,0,항상 애용합니다:),
395,72,0,이렇게 좋은 공간이 있는지 몰랐어요... 이제라도 알았으니 열심히 사용해볼려고요!,
396,72,0,아이쿠! 이제 아셨군요^^;;; 이제부터라도 자주자주 청취다방 애용해주세요~ 감사합니다.,
397,72,0,화정광장에 지하도를 개조해 만든 청소년공간이 너무 부러웠는데 청년들을 위한공간이있다는게 너무너무 좋아요 덕분에 즐겁게 스터디공부하고있습니다!! 프리토킹시엔 아바라를 이용하거나 차라리 카페를 이용하는게좋을것같아요 역시 방음이 되지않아 주변분들에게 너무 실례되는것같아요,
398,72,0,너무너무 좋습니다 잘 이용하고 갑니다~!,
399,72,0,"라떼룸 너무 좋지요~~^^ 앞으로도 청취다방 자주 애용해주세요, 감사합니다.",
400,72,0,시설도 쾌적하고 운동 공부하기 좋아요❤,
401,72,0,와우~ 자기관리 끝판왕이시군요~ 뜨아룸에서 운동~ 아바라/아아룸/기똥차/활기차룸에서 공부하면 너무 좋죠~~ 앞으로도 청취다방 많이 애용해주세요^^,
402,72,0,겨울에 추운 것만 빼면.. 스터디하기에 최적의 공간입니다!,
403,72,0,아! 맞아요...겨울엔 난방켜기 전엔 공기가 참 차갑죠... 하지만 금방 난방&공부열기로 후끈해지니까요~ 앞으로도 청취다방 많이 애용해주세요^^/,
404,72,0,고양시에서 청년들을 위해 마련해주신 공간 항상 잘 애용중입니다 스터디 그룹하기에 딱이에요,
405,72,0,청취다방이 쭉 이어졌으면 좋겠어요~,
406,72,0,"청년들이 카페나 스카 대신 이용 가능한 공간이 많지않은데, 무료로 대실도 가능하고 분위기도 좋고...",
407,72,0,"대실은 2번째인데요, 번거롭지도않고 굉장히 유용해서 참 좋습니다. 직원분들도 상냥하시구요...",
408,72,0,더 자주 이용할 수 있게 저도 힘내보겠습니다...다들 건강하시고...새해에도 행복하시고요...감사합니다...,
409,72,0,좋아요,
410,72,0,시설이 깨끗하고 좋아요:),
411,72,0,앞으로도 청취다방 자주 애용해주세요^^/,
412,72,0,무료대관 좋아요. 이용하기 좋습니다.,
413,72,0,다른 지역에도 있으면 좋겠네요😃,
414,72,0,깨끗하고 예약도 쉽고 친절하셔서 좋습니다,
415,72,0,이런공간만들어준 고양시,
416,72,0,칭찬박수를! 짝짝짝!!! 최~고~☆,
417,72,0,열공하다가 갑니다!^_^!,
418,72,0,"대바늘로 뜨개질하여 옷이나 소품을 만드는 재능기부를 종종합니다, 경제적으로 부담을 드리고 싶지 않아 재능기부를 시작하게 되었는데 수업공간이 필요할때 카페나 유료 스터디룸은 수강생분들이 경제적으로 부담을 느끼실수도 있을것같아 알아보다 오게되었어요! 공간도 너무 깔끔하고 조용해서 수업하기 너무 좋았습니다:)) 종종 재능기부를 하게될때 찾아갈거같아요! 감사합니다!",
419,72,0,공짜로 좋은 만남가질수있게해주셔서 너무 감사합니다 자주이용하겠습니다^^,
420,72,0,항상 쾌적하게 잘 관리되고 있고 무엇보다 지역주민이라면 무료로 이용할 수 있어 고마운 공간입니다 소모임이나 회의하기에 참 좋습니다. 관리하시는 분들도 늘 즐겁게 일하시기를 바랍니다,
421,72,0,이런 곳을 무료로 이용가능하다는 게 너무 좋은 것 같아요. 특히 직원분들께서는 다들 너무 친절하셔서,
422,72,0,더 좋습니다:) 항상 친절하게 대해주셔서 감사합니다~,
423,72,0,노트북 패드 펼치고 종이 펼쳐놓고 과제..하는데 너무 집중잘되고 좋아요.. 눈치볼거없이 예약해두고..쓰면되니깐 너무 좋아요..,
424,72,0,일산에도 추가로 청취다방 만들어주세요~~!!!!,
425,72,0,스터디 했는데 너무 좋았습니다,
426,72,0,청취다방에 계신 선생님도 친절하시고,
427,72,0,시설도 좋아서 대만족했슴니다!!,
428,72,0,꼭 필요한 공간이에용 💗💗,
429,72,0,"저는 개인적으로 활기차, 기똥차룸보다 아이스 바닐라 라떼룸이 더 좋은거같아요!ㅎㅎ 더 편해요 매일 큰룸 이용하고싶지만 인원제한이~~ㅠㅠ매일 최소 2명 맞춰서 가보겠습니다!!ㅋㅋㅋ",
430,72,0,일주일에 세번씩 가는 곳이에요!,
431,72,0,학생때부터 진작 알았으면 좋았을텐데 ㅎㅎ,
432,72,0,오늘은 방에 벌레가 나왔는데 직원분들이 친절하게 잡아주셨어요ㅠㅠ흑흑,
433,72,0,다음주에 또 방문 예정입니다!!,
434,72,0,언제든 이용자분들께 불편한 점이 생기실 땐 청취다방 직원들이 출동한답니다! ^^;; 함께 소리지르며 정도 든 거 같아요 ㅎㅎ 벌레는 덜 나오게 하기 위해 여러모로 애쓰고 있답니다 ㅠㅠ 앞으로도 청취다방 많이 찾아주세요~ 감사합니다 ^^,
435,72,0,매주 이용하는 곳이에요~ 집에선 집중이 잘 안되는데 청취다방에선 집중이 잘되는거같아요 ㅎㅎ,
436,72,0,쾌적하고 친절해요 자주 이용하는 곳입니다,
437,72,0,1인룸은 처음 이용해봤는데 너무 좋았어요~~ 다음 화상면접때 이용할 예정이에요~,
438,72,0,매번 이용하고 있습니다! 스터디룸 짱 좋고 근무하시는 분들도 정말정말 친절하십니다! 시설도 깨끗깨긋 항상 감사드려요!!,
439,72,0,너무 조아용 청년에게 꼭 필요한 공간이라고 생각합니다!!!,
440,72,0,쾌적하고 넓어서 너무 좋아요!!,
441,72,0,최고에요 항상 잘 이용하고 있습니다:D,
442,72,0,청취다방에 계신 분들도 모두 친절하시고 정말정말 좋아ㅓ요!,
443,72,0,최고라고 해주시니 어깨뽕이 으쓱~ 올라갑니다^^ 정말 정말 감사드려요~ 앞으로도 청취다방 많이 애용해주세요^^,
444,72,0,좋아요,
445,72,0,너무 좋아요 취준생이나 공부하시는학생분들한테 아주좋을거같아요 시설도 좋지만 직원분들이 굉장히 친절하세요 ㅎㅎ,
446,72,0,세번째 방문 ! 너무 맘에 들어요 ㅎㅎ,
447,72,0,두번째 방문이에요!,
448,72,0,너무 만족해서 매일 가려구요 ㅎㅎ,
449,72,0,처음 이용해 봤는데 너무 만족해서 내일도 이용하려구요!,
450,72,0,스터디룸이 필요해서 예약했는데 공간도 쾌적하고 정말 만족스러웠습니다. 자주 이용할 것 같아요😄,
451,72,0,만족스러운 이용후기 너무 감사드립니다^^ 언제나 청취다방을 쾌적하게 이용하실 수 있도록 공간 청결 유지에 힘쓰고 있습니다! 자주 이용해주시고 미미한 부분이 있으면 말씀주세요! 감사합니다~,
452,72,0,저는 왜 이제 알게 된거죠???ㅋㅋㅋㅋㅋㅋㅋ 청취다방 너무 조아영 스터디하기에 너무 쾌적하고 좋았습니다❤️,
453,72,0,이런 곳이 있는 줄 처음 알았는데 좋네요!! 천장이 뚫려있어서 방음이 안되는 건 아쉽지만 앞으로 스터디할 때 스터디룸 애용할 듯합니다^^,
454,72,0,시설도 좋고 직원분들이 너무 친절해서 좋았어요^^😀 다음에 또 오고싶어요!!,
455,72,0,도움이 많이 되었어요! 감사합니다,
456,72,0,면접 준비하는동안 많이 이용했는데 너무 만족스러웠어요 다른 취업 프로그램도 이용해보고 싶다는 생각을 했습니다,
457,72,0,잘 다녀왔습니다!,
458,72,0,항상 친절하셔서 좋아요 정수기 휴지 컵 등 필요한 물품들이 잘 구비되어 있습니다!,
459,72,0,에어컨이랑 공청기도 미리 켜놔주시고 넘넘 좋았어요 만족!!!! 또 이용할거에요~~~,
460,72,0,직원분이 엄청 친절하시고 장소도 쾌적하고 정말 좋았어요! 다음에 또 이용할게요!!,
461,72,0,친절하고 쾌적하고 편안해요,
462,72,0,천장이 뚫려있어서 방음이 안되는 방이에요 그래도 쾌적해요,
463,72,0,굿 좋아요,
464,72,0,친절하고 넓고 쾌적해요,
465,72,0,"넓고, 쾌적하고, 요가매트 등 활용가능한 요소들이 잘 갖추어져있습니다.",
466,72,0,노래 소리가 좀 크긴했는데 중간에 바꿔주셔서 감사했어요 ^^,
467,72,0,좋아요! 고양시에서 이런 좋은 곳을 운영하고 있는지,
468,72,0,공간 넓고 짱입니다 ❤,
469,72,0,넓고 쾌적하고 깨끗해서 좋았습니다 따뜻하게 난방도 되네요 :),
470,72,0,무료로 쓸 수 있다는 메리트,
471,72,0,넓은 회의실 공간 덕에 면접관역할 하는 사람과 거리가 있어서 면접준비하기 매우 좋다.,
472,72,0,공간이 깔끔하고 넓고 스터디히기에 좋았습니다. 그리고 직원분들 친절해서 좋았습니다. 자주 애용 할 것 같습니다.,
473,72,0,공간 내 책상도 여유있고 넓어서 좋습니다. 한쪽에 콘센트 꼽을 자리도 있어요. 다만 방음이 전혀 되지 않아 옆방에서 떠드는 소리가 그대로 전해지는게 좀 아쉽습니다..,
474,72,0,카페가좋아효,
475,72,0,항상 잘 사용하고 있습니다,
